sentiment	numberagreed	tweetid	tweet
positive	2	2822156	Ima hit this drink up like its my last ima hit this night up like it's my last #Partynight
negative	2	799259	"@TheRealTrain: @user you don't know music" but your ipod is filled with Gucci O_o
neutral	2	2248098	Jeremy roenick has a massive man crush on Joe Thornton. #fact
positive	2	2792232	WOW the best site online to gain more twitter followers for FREE: ~http 
positive	2	3524719	...not having to by an iPad; Microsoft Office and Sharepint; or PhotShop.... priceless!
neutral	2	849323	'We view a tablet as a PC' Oh no; Microsoft chooses to repeat history ~http 
negative	2	2147292	And now I have to walk home. Ugh
neutral	2	443186	industrials surge 648 points over five-day winning stretch   $DJIA DOW chart US close 12581 eotpro ~http  #
positive	2	2910933	Watching republican #RonPaul live @ the Hilton New Orleans Riverside on C-SPAN. The crowd loves him.
neutral	2	2948554	Yes I'm passing on the next Nexus variant (less its made by motorola) and yes I will sell my newly purchased Samsung Droid Charge
negative	2	785747	Good start to mothers day. Husband snored till 2am then woke me up at 7.45 texting co's he doesn't know how to put key strokes on silent
neutral	2	3222734	Just tore up the nike outlate
neutral	2	1823199	How you come outside with adidas flip flops no socks but got on a leather jacket with a hood and faux trim!!??? I don't get it
negative	2	3372266	Cargo shorts and high nike socks are over worn.
positive	2	2331178	Passed my Microsoft SQL Server Certification exam. Been studying for 18 days...really tough.
neutral	2	550163	Sea Shells by the....{Lowcountry} Shore:  Growing up on Hilton Head Island I've never been a huge fan of the bea... ~http 
neutral	2	2221788	What's Gucci My Nigga ? Whats Louie My Killa ? Whats Drugs Mah Deala ? What's Tht Jacket Margiela ? Niggas In Paris -J & Kanye
neutral	2	88994	Contest for the music lovers - Microsoft Rock the Globe! ~http
neutral	2	2530320	MiCoach app from Adidas transforms your Android phone into a personal trainer - ~http  (cont) ~http 
neutral	2	215655	Finishing up a 26x36 framed print job! It should be ready by Friday Michelle!
negative	2	3251270	Downloaded the Nike app to log my running; she wouldn't shut the fuck up though. So I disabled her thinking - Showed you! Alas; still there!
neutral	2	2569132	If it's mostly video &amp; games; with a bit of web; the Samsung Galaxy S is
negative	2	1865290	Its cold af in my room " gahh lee " burrrr ( gucci voice )
neutral	2	220344	Win Xbox!  Read Microsoft Path to the Private Cloud Contest update! ~http  rules: ~http  #VMlimited; #VMworld
neutral	2	365114	On my way to gatwick Hilton ready for tomorrows flight; I can't wait
neutral	2	1734545	LOLZ RT @user Microsoft services hit by outage ~http 
neutral	2	12396	Done @user @user @user @user @user @user @user @user ~http 
neutral	2	2381784	You was lucky that I stayed on. You crazy if you thought I was gone put your weight on.....
neutral	2	1749825	ohmy... there isnt any answers posted in mel for those past years FCS exam papers. like that how i know correct or wrong?!
neutral	2	2403079	All of jay z niggas thinkin you one lucky muthafucka
negative	2	1631887	Why the crap am I up so early?!
neutral	2	710489	NYC with @user; its gucci time!
neutral	2	2477181	Shout out to Shattuck-St. Mary's and Faribault in the new @user Nike commercial ~http 
positive	2	108733	At Crains Newsmaker luncheon honoring 2 of my favorite ppl; Dave Bing & Robert Bobb. Absolutely captivating! (via @user)
neutral	2	149121	Suds: DataMarket Map App for Bing Maps Now Available!!!: Starting today you can view many geocoded datasets from... ~http
positive	2	417689	You guyz that was such a good weekennnnnd.
positive	2	590990	I just want it to be saturday already. So excited for the first game!
positive	2	2120104	#ncfc fans come first obviously but it's not a bad 2nd choice!
positive	2	1279490	U funny My G *in my gucci voice*
neutral	2	1776356	My snapback on adidas shoes with matching shirt on with matching bag on with skinnys on I took my talent and swag to south beach
neutral	2	116942	Sitting on this Microsoft West Region Marketing Call - Microsoft is doing big things to help partners this year!  Love it!
negative	2	484338	Jen is fucked up lol
neutral	2	1566484	Male Erectile Disorder | Extenze Results: Learn how to cure erectile dysfunction now!: There are all sorts of ev... ~http 
neutral	2	742345	Only 3 days left. Submit your #nonprofit grant application: Microsoft Elevate America ~http  RT @user @user ^lu
neutral	2	2994107	When I go to the gucci store I dress rags.. Security think I ain't gonna buy shit.. Then I pull out my card and swipe it!!
positive	2	1743974	On the tour bus. Goodbye Seattle; Portland here we come!!! Nike store heaven!! Thanks for the hookup big homie!
negative	2	1060943	Yo is jus me or r tha mosquito's big as shit this year!!!
neutral	2	1382729	Having a guinness at The Whisky (rush st.)...normally sacrilege; but acceptable on St. Pats weekend
negative	2	2694955	wisdom tooth equals ouch + chipmunk face x 10;0000
positive	2	88997	Created a CRM database out of Microsoft Access - AmZing! ~http
neutral	2	841564	Out with mother ! ;*
neutral	2	1034973	Like seriously....-_- I'm going to bed.
neutral	2	1999200	With Tiiish Baaby
negative	2	2740192	Skype goes down globally again; Microsoft starts wondering if it bought wisely ~http  Could it be related to solar activity?
positive	2	253849	Great job #Tigers picking up JV when he needed it. 20 wins in 2011; CY Young coming next
neutral	2	3529992	internship at sony nr.4
neutral	2	2972237	I don't like wearing sneakers or sandals in the summer .. its easy to put my Adidas or Nike slides on :)
positive	2	2024562	I make a move then u make a move I'm winning ur love with nothin to lose I'm in the mood if u in the mood to go in the room & do what we do
neutral	2	431791	dang just woke up from a 15 minute nap thinking i was wearing adidas slippers.... lol i need them!
neutral	2	903862	Nice dip in the ocean with Bussy & @user after a yoga session at #HauteYoga. Not a bad Monday.
neutral	2	632237	You work. I work. FedEx works. Microsoft works. The Salvation Army works. Alcoholics Anonymous works. Government doesn't.
positive	2	1855070	Just throw it in the bag. Cherry creek here I come! I hear a gucci scarf callin my name
positive	2	1462975	Haha.. have a nice evning and day at school.. Ill try and twitcam tomorrow if i can be bitgers (@TWfansUK live on ~http )
neutral	2	694461	I fancy a bit of; how's your father; v. soon please. @user can you give me some tips on how to find a girl who is DTF? #recentconquest
positive	2	3473117	I liked a @user video ~http  [Full fancam] 110831 BEAST - Soom @ Samsung Live Sets!
neutral	2	361306	It would be hot in here since I wore a sweater for once.. #fuckinwithme
neutral	2	2428971	There's a horse inside our house:) LOL
negative	2	1242603	i'm off to bed; lots of packing to do tomorrow; must find the wellies; it ALWAYS rains at the caravan :-(
neutral	2	3402127	Here we go; it must be true --&gt; Steve Ballmer On Microsoft Buying Adobe: "No Comment" ~http 
neutral	2	723604	Sounds like Diaz pretty much dominated dalely. Have to catch up later! #Strikeforce
negative	2	537432	Apple Developers beware of malicious email claiming you got a free iTunes Giftcard: ~http  - Just got one myself.
negative	2	1205074	34 down. Shoot for grafting: p-a-l-i-n (apparently they confused grafting w/ grifting) #foundcrossword
neutral	2	2460174	Oh.. RT @user Adidas is my new apparel
negative	2	1615523	I can finally say we're through.
positive	2	376671	We are proud to introduce our new exclusive US distributor to resellers and partners: ~http 
neutral	2	2074780	Wow... First pair of Nike Air MAG aka McFly's sold for $37;000.00!!
neutral	2	2678703	Bowling with @user @user... My first tweet :)
positive	2	3465781	Hi Ho Hi Ho It's off to Bing I go
positive	2	588015	L'Oreal Ambassador; Gwen Stefani Wows @ 64th Cannes Film Festival - Celebrity Gossip; News & Photos - Entertainmentwise ~http 
na	2	1711204	#onethingaboutme don't take my niceness for weekness bitches!!!*:*
positive	2	477093	I really hope @user finds his dogg
negative	2	362055	Also check out the lawsuits against Microsoft for bricking consoles.  They tread alott lighter than you think. Terms or no terms.
negative	2	1537357	Haha; lame Microsoft. RT @user Microsoft site attempts to discourage PC users from switching to Mac ~http 
negative	2	1816529	I'm so freakin hungry!!!!
neutral	2	955995	B Town Westside !
positive	2	2639170	I want a mexican midget sidekick named Chewy. Chelsea Handler hook me up.
positive	2	277640	In need of a #Snuggie !! Burrrrrrrrrrrrr!............................. Gucci!!! lol .... i had to add the Gucci part... HAHA #DorkTweet
negative	2	145815	damn havent tweeted ina long time. Been busy; shit and bout to go to VERMONT for a week. #18hourCARRIDE.
positive	2	2985659	XBOX gave me 400 Microsoft Points on Monday for no reason whatsoever!  I wish other people can give me things for no reason.
negative	2	2668227	awkward moment when your mum finds condoms in your bag but doesn't question you about them.
neutral	2	619935	i think Apple is better than Microsoft ~http 
positive	2	733246	Today we'll be going to the beach (hopefully).
neutral	2	184154	So what is the right answer if Paris Hilton offers $200 million for your kid?
negative	2	1303158	I'm in one of those shitty; jealous moods but also positive and creative; but still shitty. I need a hug? Shit; I need one everyday.
negative	2	275215	#inappropriatefuneralsongs Kurupt - Its Over
positive	2	90095	Go behind the scenes and learn more about the many great stories our Women at Microsoft can share! Link to ~http
neutral	2	2144822	Week 1 at Hilton Worldwide went well... Now on to week 2. #in
negative	2	1469996	Twitter ruins you. Literally. You lose everything you own. Yes; your toothbrush; POOF; gone.
neutral	2	2257288	#ImTheTypeOfPerson that can't stand watching a movie lasting over 2 hours
positive	2	526329	Beautiful Origami Book Design ~http 
negative	2	1779516	if punk is soo big and bad why didnt he get in the ring with nexus
neutral	2	910074	Going to try this whole tweeting thing instead of Facebook. I miss fb already.
neutral	2	2060666	♥Nothin But Ah 'G' Thang♥ ~http 
neutral	2	715315	There is so much n the world; and so little time...don't waste it
positive	2	520704	Friendships are one of the priceless gifts that we have to treasure.
negative	2	157524	its a fucking train ride; stop acting little children; or get your fucking mommy to drive you
positive	2	1262821	Things I want to do today are all fun things like eat candy; make a mess in the basement and scream and fart in the hot tub.
neutral	2	713763	Wood sandpiper showing well below the main hide today; along with Arctic tern.
positive	2	2552000	Today is offically Hug an Australian Day and also International Macaroni Day -  so take that Aussie out for a pasta... ~http 
neutral	2	359579	Vanilla Sky; what a weird film
neutral	2	2516251	Just went to write a #Facebook status and put a hashtag in it.. #twitteristakingover #butiloveit #obssessed with #hashtags :L
neutral	2	1217384	I figure I should do SOMETHING to promote me and my friend @user... We shall be selling @user this year! March 12-13 in ATL!! &lt;3
neutral	2	2685461	Headed back to my old stomping ground-nbc newschannel. 7 yrs later! Let's see if I remember how to get there from the metro. Deja vu!
neutral	2	583257	LPGA TOUR LIVE ...: LAS VEGAS HILTON RELEASES ODDS; MAKES TSENG 2011 U... ~http  ...
neutral	2	75703	#breakuplastwords Damn i'm going to need garbage bags and more bleach!
positive	2	301126	Goodbye Hilton Head; SC! ~http 
neutral	2	2871119	i knew he was african cause he had on bootlegg gucci from head to toe
neutral	2	365830	Gucci Gucci is a BIG TUNE
neutral	2	2803486	I am watching Mad Men w/21 others ~http  @user #MadMen
neutral	2	1836293	Fake pilates class in Dalston wearing Y-3 Adidas and Stella McCartney yoga mat. #longstory
neutral	2	2181814	Slowly but surely solar energy is accepted and integrated. Especially in Africa. Look @ this Samsung solar based laptop. ~http 
neutral	2	3463263	The way I always get strikes in nintendo wii bowling; but not in real life bowling
negative	2	940023	#uknowubrokewhen you draw a nike sign on ya sneakers!!!!!!!!!!!!!!!!!
positive	2	282605	My first tweet from my Samsung Tablet :) #HOCOttt
negative	2	530114	Don't ask me 4 sexy pics dude. Gucci mane has ur mind twisted
neutral	2	210579	shout out to gucci lets shoot this fucking movie AK47 .
negative	2	369879	Another artist on the losing end of his creativity: ~http  Sony steals; gets away w/it? #NoJustice #JoeQuirk
positive	2	2575775	I sure can't wait until I'm doing what I'm called to do...I know it doesn't happen overnight though; it's a process!
positive	2	1575659	You ain't gotta say a damn thing if your making moves. Let the haters speak as success is bing reached.
na	2	2415447	Spiller et gratis show i aften ~http 
negative	2	1877240	#asylumcellnumber I can haz one? I've recently sunburned my Leech tattoo and my pale skin is ruined. Would really make my day @user
positive	2	2236951	the world is watching.OBAMAI is the world wide favorite
neutral	2	2294331	I heard you rock nike ; so ima just do it... *Kisses Girl*
positive	2	1347969	Im just Enjoying this Thing Called Life  .
neutral	2	836983	LouLou:I see the SAME squirrel go up and down THAT tree every day... so; no I'm NOT "barking up the wrong tree"!
positive	2	2294306	YOOOOOOOOOOOO ! Nike made the Marty Mcfly MAG Sneakers from #backtothefuture :O idc how much they cost ima get em !
positive	2	1906017	At least I'm disliked for who I am.
positive	2	744743	If the devil wears Prada; Adam and Eve wears nada..Im in between but WAY more fresher....with less effort
neutral	2	1474083	I want to buy a Sony nex
negative	2	1957518	Movie was uneven too. Loved Julia; not so much Julie. RT @user I have officially lost interest in Julie & Julia. Now skimming ...
positive	2	2117852	Any day the heat lose is a good day. good shit #bulls
positive	2	688852	I nominate @user for a Shorty Award in #music because... ~http
neutral	2	253054	likes I Believe In You (Acoustic) by Tyler Hilton on Ping ~http  #iTunes
positive	2	634931	Best put of the night @user; good round of golf @user
positive	2	2297029	Learn to create killer presentations in Keynote! Starts Sep 13 at @user! FREE: ~http 
neutral	2	2024724	Beat it. Just beat ir
negative	2	877286	Photoset: Nike Air Force 1 Duckboot – Black/Khaki Why did they make something so ugly… ~http 
neutral	2	1598453	**BlankStare News** Gucci Mane Lands ChapStick Endorsement Deal....LMAO oia9ml0 from t.co ~http 
positive	2	1654272	Party was straight vangie got me crazy lol
neutral	2	110120	“@MEGAMAN2404: @user I'm Gucci if I was single id represent..lol” that's what I'm talking bout. Throw dat pic up ..if u was single
positive	2	1645600	Summer of Marvin!!! @user
neutral	2	2135473	Had a vivid dream about my primary schl besty; she was mad at me  and an adidas tecni coloured puffa dat I left at her yard wooot?
positive	2	958421	fantasy football! hope i dont screw up this season
neutral	2	553681	I swear I thought @user was sleep
neutral	2	107862	Learn from the mistakes of others. We don't have time to make them all ourselves. ~Bishop
neutral	2	3293562	He has a appitite for gucci she eats LV for breakfast...says prada taste like cocoa loso..expensive taste
neutral	2	81534	Thanks sistas !!!RT @user Great job Fellowmen! What's up for today? RT @user More live up to (cont) ~http 
positive	2	157049	Yowzaa! A Microsoft internal newsletter features @user's Microsoft Talk episode on SEO. ^AB
neutral	2	3331052	Lol perez hilton is visiting the deam house lol
neutral	2	171129	Enjoy the Fall Break and remember why you are Thankful!
positive	2	1081671	Funniest thing said to me ''You pullin like cheese''
positive	2	3162681	The Nike Iceman poster with Gervin sitting on the ice throne is the greatest sports poster of all time.
negative	2	902666	Boarded without my tooth paste; damn you TSA
neutral	2	414307	Got a review copy of Motorstorm Apocalypse today; not free unfortunately. Sony (or any game publisher for that matter) doesn't love us.
positive	2	1211237	5 more working day #thankthelord
negative	2	2709171	Thinking of jailbreaking my ipod touch second gen. The 4.0 update doesn't do shit for it; so i might just do it.
neutral	2	2654604	I just voted "purple !!!!!!" on "which outfit looks better on justin?" Vote now: ~http 
negative	2	1603132	Mom gives her 8 year old Botox injections...?!?! ~http
negative	2	332754	HER PUSSY SO WET ITS LIKE THEY PUSH HER OFF THE BOAT- gucci mane omg pick another career #lmaolyrics
negative	2	1214254	went down to #smithfield to check out the horse market today. Shocked to hear later about shooting!!
negative	2	1462451	Why is microsoft word trying to correct "What do they want" to "What they want"?
neutral	2	1821392	#songsthatmakemegetratchet I WANT HER - Gucci Mane
neutral	2	221664	Coming soon to the MSS Library ....... Sony Readers!  Be the first to use one!
positive	2	2441500	Rise & shine world :) time to qet #motivated
positive	2	2630786	Busy week; thanks to all our clients most of which were in Ottawa for a change; incoming 2006 Audi A3 low km; and 2007 Camry Hybrid 42km.
positive	2	1090330	pretty cool if ur pickin' up what i'm tweetin down '5 things Microsoft may do w/ Skype' - ~http  #cnn
positive	2	1181506	DREW IS SO HOT. AND HIS SHIRT NOT ON HIS BODY? I CAN'T.
positive	2	2310010	Small victory for politicians here at Capitol .... Mansfield CT representative actually pronounces Tyler Olander's name correctly
neutral	2	1022555	So little.man convinced.me to.rent.limitless it better b gud ...he litterally dragged.me out my bed smh
neutral	2	288293	Every week Microsoft is giving away a Kinect gaming system! Here's your chance to win @ ~http  ~http 
neutral	2	206032	Have a guest booked in to see the plan tonight.
positive	2	3347880	Unbeatable location for the Tune Hotel in Kuching. Hilton eat your heart out! Help - ~http 
negative	2	352178	Geeeeze... my new post should be up tonight. 2 frickin' weeks late!
negative	2	2163394	has gone in to hiding until people forget Tottenhams; erm hiding.
positive	2	2037225	Be strong @user . Eat more fruits and plenty of plain water. You'll be good in a jiffy :D xoxo ♥
positive	2	3293425	Aired to the maxs like nike #ar_ab
positive	2	1814205	Was 2 for 3 in my 3 city trip. Got #fucked in a restrm by a guy from Michigan @ the Hilton in Chicago & fucked by a NYer @ the GrandHyatt NY
neutral	2	352983	#friends are like flowers one day their here the next there not. #bestfriends are like trees.. they ain't ever going away
positive	2	1098672	#Jays #MLB @user actually is definitely worth the follow.
neutral	2	1377456	#truthisi dont really mind getting up early. no. its the being woken up with out warning and being expected to function. #canigetawarning
positive	2	1607231	O ya I'm having philly chesse steaks for dinner #homemade
positive	2	2689766	Happy Birthday @user :) Can't believe ur 17! Stop growing up so fast! :D
neutral	2	2634007	your voice doesnt even sound the same.
neutral	2	870697	Did someone just propose? Lol
negative	2	2577595	tomorrow history KA &gt;.&lt;
neutral	2	138757	Rick Ross && Gucci Mane Is Proof That ANY Nigga Can Get Bitches As Long As They Got Money Lol
positive	2	1086894	Happy Friday! If you're going to Andre Rieu's concert; make a weekend of it and stay at The Sebel Parramatta. Only 15 mins away from Acer!
neutral	2	2230728	Skill is successfully walking a tightrope over Niagara Falls. Intelligence is not trying. @user @user @user
neutral	2	141506	Really not feelin this  sn leaving it up to God...
positive	2	2584059	#cambiochat Please say something about Brazil! TE AMO! brazil loves you!xxxxxxxxxxxxxxx
neutral	2	1389578	So excited abt 3D TV; such as da cinema at Home&gt;v&lt;
neutral	2	527902	Like seriously?
neutral	2	2764595	Hos before bros...hosiery??? Pissing my self #Essex
negative	2	1330916	how sprint gone be on tmobile head;;; but they never have service??? lol
positive	2	1320062	Lol oomf krazi..not afta she spilled the tea on u..dnt b ridiculous lol
neutral	2	1239210	Never been here before...hmmm Meatball Heaven or Chicken Bada Bing Calzone? (@ Puccini's) ~http
neutral	2	1373137	Xavi is dying in the new heated audi seats! hahahahahaha
negative	2	1313696	yeAH no yeah maybe samsung coach is a lesbian; she grabbed her but..a lot
neutral	2	2322932	Google vs. Bing: Bing holds its own in search-off ~http 
positive	2	2242076	Let not your daily labor keep you from this. Take time to pray; and as you pray; believe that God hears you.
neutral	2	623307	Little Lovع..
negative	2	2179920	Damn you; Macaroon man.
neutral	2	766843	matching polo bear\\\acapulco gold camo fitted... gucci OG rocksmith fitted 15%off endless summer sale!
positive	2	1632118	En route to va beach with my loves @user @user
positive	2	2744225	Beautful day. Nohing like a tough gym session to kick start a Saturday; but where was Audi guy?!
neutral	2	1610442	Did you know that September is Childhood Cancer Awareness Month? Show your support and help spread the word.
negative	2	2052882	Gregory Issac R.I.P
neutral	2	440149	Hey; friends;have any plan for your day?!Happy Women's Day!
neutral	2	10757	Just saw a Nike red tinted visor #iwantit
negative	2	250065	“@ArsenaLos: @user considering he gets absolutely no service from the mids and receives even less crosses...can't disagree?;
positive	2	2645879	Walking past gucci and knowing you own something in the window is a nice feeling!
positive	2	2344730	Getting ready to head to the Nike Clash of the Champions in Eugene Oregon. Rafa; Roger; Maria & Victoria Azarenka. This should be awesome!
negative	2	837102	aint no love n the heart of the city!
neutral	2	1350783	#WWC: Fans of #WPS recognise Anita Asante as a talented and outstanding player but obviously not good enough to start/sub for #England.
positive	2	253915	IM AM GUCCI STACKz DA FIRST !
positive	2	805861	I'm writing a short story. Let's see how that goes :P
neutral	2	1212266	whats with guys likeing younger girls; well i gues theres a hugh heffnor in all of em XD
neutral	2	2814179	Wandering around the library trying to find a book. Shouldn't have blown off that library scavenger hunt last year in speech class... #joke
negative	2	3161278	Each time MicroSoft comes out with a new version of Internet Explorer; we are hit with a rash of incompatibilities in our discussion spaces.
neutral	2	1901774	Ad: Check out the I Do Times Two wedding contest! Win a wedding at the Hilton Waikoloa Village Hotel! ~http 
neutral	2	3059455	Remember our Microsoft SharePoint 2010 “First Look” Clinic will be Nov. 5; 9am-2pm at our offices in the DTC.  ~http 
negative	2	1676816	Well; I also need a computer that doesn't faint by mere mentioning of Maya and mudbox. And suddenly my money would be gone. :(
neutral	2	2756333	July is Cell Phone Courtesy Month
na	2	2409816	man ms perez kool but man I don't understand a damn word she be sayn
positive	2	1942892	Chilling at my cousinss (:
neutral	2	174966	Lol...if I wasn't u wouldn't b laughing now.wld u? RT @user @user lol.ao.now u want me to say your funny when we know u not?#smh
positive	2	79639	MUSE show was awesome last night.  One of the best I've seen in a long time.  If you get a chance to see them do it
neutral	2	1480834	Coming from Adidas KoTR? Enjoy our RUNNER'S BREAKFAST this SUNDAY. Open at 530AM! Menu -&gt;~http 
negative	2	2493917	there is a screech owl outside my window cant sleep :(
neutral	2	41950	the souls r gucci still cant get over that
positive	2	24240	The fabulous @user is taking me to LAX.
negative	2	1753155	Why do you look like a Hampster with Guile from Street Fighters hair; Tell me why why!? @user
positive	2	1090300	good industry readin' RT @user .@thepeterha on Google's tweet war with Microsoft and Apple: ~http 
positive	2	1384551	Now only one week to the Nintendo 3DS comes out in the EU!
negative	2	1184443	somebody please tell him who the f i is
neutral	2	2710962	Love @user Coke commercial!! Is that a little bit if Nike Add editing??? Brilliant! :) x
positive	2	2535193	just did a bing crosby cover and mariah carey cover :) eeeeee
positive	2	2540705	i can't wait to hear Britney Spears I wanna go  on @user
neutral	2	1370381	5 minutes until open for lunch! #belltown
neutral	2	904554	I liked a YouTube video -- Los hijos del padre  hola corazon videoclip original ~http 
positive	2	86933	I LOVE Vegas. Be sure to check out Aria; see cirque du soliel and take a shot from the "little person" at O'sh… (cont) ~http 
neutral	2	1538656	What is the world coming to? *SMH* #STOPthelondonriots!
neutral	2	2074789	Video: McFly's Closet - Nike MAG Shoes | Highsnobiety.com ~http  i will camp out for a pair...
neutral	2	3551247	gucci gucci ; louis louis ; fendi fendi ; prada ; thee basic bxtches where that shxt so i don't even bother . ;D
neutral	2	319033	Hobo with a shotgun is #weird
neutral	2	3045083	Fresh on nike shoes: New Era Cap founded in 1920!
positive	2	524158	Just saw @user on a Bing commercial. Congrats!
neutral	2	2555801	Alone tonight. ):
neutral	2	2698293	Muscle bound man driving a golf cart down cherry hill road to the liquor store. #welcometowestland
neutral	2	1616789	raise ur glass!
neutral	2	2757477	Done RT@MaxJaymez: @user pls ff bk
neutral	2	1910209	I will really try to have a quiet night.... inshallah...
neutral	2	157017	Good conversations over 2D barcoding and mobile scenarios. RT @user Episode 18: Microsoft Tag ~http
neutral	2	2515053	Sorry guyz I zoned. the gts was dance with me by Shane Harper
neutral	2	2604320	Shish!.. You are still intersted in Paris Hilton arrested ?! I'd beter buy some viagra from @user! ~http 
negative	2	1809146	Why they playing all these sad songs
neutral	2	2009452	Frank believes we should all chill out and get along.  Johnny believes snitches get stitches ~http  #ManOverboardMovie
neutral	2	2875019	Paris Hilton tweets way too much!
neutral	2	20392	May 26 = #thehangover part 2 !
positive	2	878513	Hey y'all ! LaBargainisha in the house !
neutral	2	57928	Accessorise yourself with beautiful unique designs!! ~http  #fashion #paris #style #France  #jewelry #france ~http 
neutral	2	90686	Welcome to the tweet-stream of the voice of BI and Data Warehousing within HP's Microsoft Practice; South Pacific.  Stay Tuned!
neutral	2	2301483	This morning on 125th: 40 yr old man. All white adidas leisure suit; white bucket hat; thick gold chain. @ 8am. Officially spring in Harlem
neutral	2	1871099	the episode now that's on of #beyondscaredstraight was my favorite Brandon P was something else
neutral	2	1946084	Watch @user' video: giving children ditch water using @user's Water of Life system. ~http  #twakeover VOTE today!
neutral	2	1898233	Home-work is all around in my head and we have just been in school a week; GREAT...
positive	2	1962505	Photo: love that business style … will wear something similar it tomorrow at work ! ~http 
positive	2	2738349	hey @user RT @user The State Council for Higher Education in Virginia (SCHEV) officially approved the B.S. of Meteorology for VT!
positive	2	1265283	S/o To All The Boys In My school That Had The Same NIKE Outfit on including Shoes Lmao !
positive	2	81208	Girlie Rewards is giving away the most gorgeous Gucci satchel. Does anyone know how easy it is to win it? promo ~http
neutral	2	160681	301;202; 804; 434 now in the 252; heading 2wards 919
na	2	2797992	Over 3 dozen jellyfish stings before 1:00 treated by our lifeguard in Hilton Head. I love the pool!!!
neutral	2	636024	View the video on the exciting new SONY Store in Los Angeles; CA. Lighting Design by Arup.  Lighting Services Inc... ~http 
positive	2	3318262	Loves this life #nowplaying  Glad  ♪ Tyler Hilton  ~http  via @user @user you are ~http 
na	2	1656114	my head hurts; this day have been a bitch but i'm still kinda happy cause i will buy some Gucci ballerinas tomorrow. walk walk fashion bby♥
positive	2	1070777	Eating tons of delicious #jalexanders and desserts thanks to the most amazing person @user! Thank you; thank you; thank you!
neutral	2	2330157	On the 3rd day of riots; my true love gave to me: 3 Nike trainers; 2 Greggs Sandwiches and a Samsung HD TV..
negative	2	1589015	At home depot ppl askin for flashlights batteries etc; front door signs say SOLD OUT of ALL storm supplies haha #idiots are too late
neutral	2	920516	[XXX] My Milk Shake Is Thick And Double Dicked # 2: Type: XXX LinkPlz.com ~http  LinkPlz.com
neutral	2	2615994	#INDELIBLE by Kristen Heitzman is an intriguing novel; read my review @ ~http 
neutral	2	417420	Hey @user wanna see dear John with me when it comes out in february? Ok; I'll pick you up at 8 :)
neutral	2	1860425	#iReallyHateWhen hmu only when they want something.
neutral	2	3045069	Fresh on nike shoes: new era hats pushing a large amount of drawings!
neutral	2	1919084	We built it right into chat; so all your conversations start from the same place
neutral	2	3447782	Hi @user; I'd like to win a Sony Net Box!
positive	2	2114753	Although technically still a workable disaster zone - I can see my master room haven coming together
neutral	2	3045079	Fresh on nike shoes: US grabs 1-1 draw with China – Yahoo! News
neutral	2	2023756	Most awesome! Will Karl come? RT @user Just got approved... Am now contributing editor for playboy and off to hunt pirates in Kenya!
positive	2	1721946	GM everyone!!!!!!!  Rise n shine!!!!!!
neutral	2	2427204	macet nih pasti arah k gue -.-"@DinaSyafira: To say "hello" to the right person you have to say "goodbye" to the wrong one!"
positive	2	1538086	Now we just need to wait for the Nintendo 4DS; the handheld that changes the room temperature and sprays water and ice at you.
na	2	1398504	Chipmunk crée un titre exclusif pour Foot Locker & adidas ~http  #ladycapricemag #sneakers #chipmunk #footlocker
neutral	2	2573265	A question for the ages: Why does my Microsoft Word recognize 'Scylla' but angrily underline 'Charybdis?'
neutral	2	979372	Dear @user ; Today is my birthday. Please release the Samsung Galaxy S2 with a sweet renewal deal. Thank you.
neutral	2	2407192	Check out what I found using Microsoft Tag: ~http 
neutral	2	2344473	The Audi Q3 has begun production in Montreal; Spain! Read all about this new Audi sport vehicle! ~http 
neutral	2	921582	How to win at Nintendo games: Whatever you do; do NOT take the master sword. No! That's a bad link! No!
neutral	2	399311	Dave Matthews Band tonight!!
positive	2	713495	If arsenal win..you can have my gucci belt #LMAO
neutral	2	2303808	Pakistan; May or Dismay ~http  the country that has been stabbed by an Ally
neutral	2	272243	My mate just bought a 'I love MCR' pen... I'm contemplating stabbing him with it....
neutral	2	2277939	Shish!.. You are still intersted in Paris Hilton arrested ?! I'd beter buy some viagra from @user! ~http 
negative	2	184988	Am throwing my ass out there
negative	2	1775847	They aint fucking wit me new orleans NO!! old school bitch I let her blow me like nintendo * meek mill voice
neutral	2	628802	“A man who will not lie to a woman has very little consideration for her feelings”
neutral	2	2656305	people on #hotukdeals talk shit. led is better than plasma. my arse. go buy a samdung u doushe
negative	2	638940	I don't know how my tv ended up on TLC but upon waking from my nap; I've seen "650lb Virgin" and "2 Ton Man." Womp womp.
neutral	2	1599499	All those tweets about my family... Microsoft made me do it... I live alone.. under a bridge. Oh fuck they're coming....
negative	2	2741012	"WHO CALLED THE BOSS!"
neutral	2	150378	Citizenship Microsoft Asia Pacific Our Partner YWCA Malaysia’s is providing "Love and Care; tech-style" to unwed... ~http 
neutral	2	3323872	s/o to adidas for makin the championship hats snapbacks
neutral	2	1095345	G'morning @user  (:
neutral	2	2558105	Superbowl commercial watch: audi A8 is number one so far
neutral	2	1107880	Create a captivating message using powerful new Apple Keynote® or Microsoft PowerPoint® templates. ~http 
neutral	2	256468	Plans in the works & new video coming soon. Thank you to all that have viewed/commented/thumbed up the lastest video =] it gave us a boost
positive	2	57582	Enjoyed the social media seminar at the Minneapolis Hilton this a.m.!  Time to kick our efforts into gear.
